,text,accept,labels_str
15,"The statistics highlight a dynamic shift in digital marketing practice, moving from ordinary methods such as pay-per-click (PPC) to the novel cash-back model.",['EmpiricalResult'],EmpiricalResult
16,"From a practical point of view, our study will enable security managers to understand how employee behaviors change across access contexts so that management can create a dynamic risk profile of employees without relying solely on static attributes, such as demographics and personality.","['Goal', 'Contribution']",Goal Contribution
17,"Through their semiotic symbol processing capability, they are also digital actors capable of performing social action on behalf of humans and organisations  START_CITE (Ågerfalk, 2004; END_CITE  CITE_b6  START_CITE Beynon-Davies, 2016) END_CITE  CITE_b18 .",['RelationToLiterature'],RelationToLiterature
18,Thirdly we review how the ability to adapt organizational culture was also central in fostering the new capability.,['Method'],Method
19,"A recent psychological study further indicates that it is because of ""counterfactual thinking"" that negotiators tend to feel less satisfied when the first offer is accepted [17].",['RelationToLiterature'],RelationToLiterature
20,"Having emerged relatively recently, it is a contemporary, cross-cultural work context.",['Definition'],Definition
21,"Thus, access to financial services provided by Agência Barco helps to increase the indicators of geographic and demographic availability of financial services, making it unnecessary for residents of locations served to travel to the state capital, with consequent savings of time and money.",['EmpiricalResult'],EmpiricalResult
22,"Recognising that evaluation is not ideologically neutral or apolitical (principle one) suggests the need for reflection on the place of an evaluation in the wider societal and organisational context (e.g. to ask why evaluate, to what purpose, as well as when and by whom it should be done).",['EmpiricalResult'],EmpiricalResult
23,"How significant are the differences among your company's product/services, with regard to each of the following?",['Item'],Item
24,Our results placed sufficient confidence in the scales to proceed with the full-scale survey administration of the target sample frame.,['EmpiricalResult'],EmpiricalResult
25,"Engagement in IS development may help individuals to feel more included, which may, in turn, enhance citizenship.",['EmpiricalResult'],EmpiricalResult
26,The final sample was therefore made up of 107 VT members working in 30 ongoing VTs.,['Data'],Data
27,"If one contributes more than 50% of total variance, common method bias might exist  START_CITE (Chengalur-Smith, Nevo, & Demertzoglou, 2010; END_CITE  CITE_b23  START_CITE Nov & Ye, 2008) END_CITE  CITE_b106 .",['RelationToLiterature'],RelationToLiterature
28,"Due to the introduction of a new process, the PUC project had to ""compromise on the functionality delivered in the first three iterations of the project until the team became proficient"" in the process.",['Method'],Method
29,"IN THIS SECTION, WE CONSIDER THE EFFECTS of residual demand when there is both horizontal and vertical differentiation.",['Method'],Method
30,The present study empirically discerned four types of balancing acts between the conflicting viewpoints resulting from the intraindividual tensions.,['EmpiricalResult'],EmpiricalResult
31,"As a result, David passed the compatibility test at this time, since he perceived a high degree of fit between his current RTQ and one of his NCQs, as shown in Figure 5.","['EmpiricalResult', 'Method']",EmpiricalResult Method
32,"The research design can be further characterized by describing the research style employed  START_CITE (Mathiassen et al, 2012) END_CITE  CITE_b49 .",['RelationToLiterature'],RelationToLiterature
33,"that  START_CITE Teece and Pisano's (1998) END_CITE  CITE_b34  theory of dynamic capabilities, which builds on that proposed by  START_CITE Teece et al. (1990) END_CITE  CITE_b35 , is the most appropriate candidate to answer Williamson's call, as it incorporates extant theory from the RBV, while correctly focusing on the dynamic capabilities of firms (see  START_CITE Wheeler, 2002; END_CITE  CITE_b38  START_CITE Newbert, 2007) END_CITE  CITE_b22 .",['RelationToLiterature'],RelationToLiterature
34,"Therefore, when the biasinduced mean error and error variance are high, other bias-reduction efforts such as radiologist training and education become especially valuable.",['EmpiricalResult'],EmpiricalResult
35,"Diffusion or tional integration, require widespread participation (i.e., weak order effects will not be nurtured unless preceded by a strategic imperative.",['Definition'],Definition
36,We obtained evaluation results largely similar to those in Tables D1-D3.,['Contribution'],Contribution
37,"In sum, there are many calculative factors influencing users' trust when using decision support technologies, including RAs.",['EmpiricalResult'],EmpiricalResult
38,"Another limitation is that the MTMM approach recommends that the multiple methods employed be maximally dissimilar, or uncorrelated.",['Limitation'],Limitation
39,Comments made at the close of the meeting often reaffumed commitment to plan implementation.,['EmpiricalResult'],EmpiricalResult
40,"Notwithstanding, the findings may in fact be supported by broader industry explanations.",['EmpiricalResult'],EmpiricalResult
41,We also present an empirical study that examines the contribution of each perspective by surveying 228 potential online shoppers.,['Goal'],Goal
42,The SEM-based estimation of the effects exhibited results that supported our hypotheses.,['HypothesisResult'],HypothesisResult
43,"Claiming that they are in the 'good company' of  START_CITE Kuhn (1962) END_CITE  CITE_b10 , they sketch a solution to it that they think is consistent with Hume's own position.",['RelationToLiterature'],RelationToLiterature
44,"Del Rio  START_CITE Gonzalez (2005) END_CITE  CITE_b18  identifies several possible positive aspects, including the greater willingness of customers to pay for greener products, fewer resources consumed in processes and intangible advantages, such as improved image, increased motivation and higher product quality.",['RelationToLiterature'],RelationToLiterature
45,This reason should refer to both the frequency and length of using the software.,['EmpiricalResult'],EmpiricalResult
46,Table 9 shows the number and percentage of respondents adopting QR at level 1 and each subsequent level.,"['Definition', 'Theory']",Definition Theory
47,"Next, we examine the way in which the effects varied, depending upon hospital size and rurality.",['Method'],Method
48,The argument for a contingency approach starts from the recognition that today's ISs have a wide range of impacts which vary according to the circumstances and the context.,['Definition'],Definition
49,"In an ethnographic study, for example,  START_CITE Bechky (2003) END_CITE  CITE_b2  observed how engineers, technicians, and assemblers on a product floor resolved misunderstandings among one another.",['RelationToLiterature'],RelationToLiterature
50,We identified three dominant social media sites for SOPA discourse:,['Theory'],Theory
51,"In other words, selfidentifying possessions reflect both who I am as a unique individual and who I am as a group member  START_CITE (Escalas, 2004) END_CITE  CITE_b33  or in a social role  START_CITE (Stryker, 1980) END_CITE  CITE_b81 .",['RelationToLiterature'],RelationToLiterature
52,"For example, unlike the component repository examined in this study, an alternate component framework might primarily use technology-specific libraries of application-programming interfaces (APIs), such as open database connectivity APIs, for accessing relational data.",['Theory'],Theory
53,"Here we use the widely accepted theory of cognitive fit to evaluate the performance implications of two different approaches Information Systems Research 21(2), pp.",['Method'],Method
54,"The survey also captured users' gender, age, and e-customer service self-efficacy (CSE).",['Method'],Method
55,"Instead, funding bodies will seek to identify how our research contributes to measurable impacts for non-academic stakeholders in industry, government, and society at large.",['Motivation'],Motivation
56,"Fourth, we were not able to examine individual characteristics of store managers, such as their individual perceptions of ESN usefulness or their attitudes towards knowledge seeking and sharing.",['Limitation'],Limitation
57,"The data collected from users and systems professionals fully confirms these implications, and indicates that a major error source in systems work is attributable to ineffectual personal interactions between users and analysts.","['EmpiricalResult', 'Data']",EmpiricalResult Data
58,"As a result, the entire IT unit would be operating under the same constraints and assumptions leading to greater alignment between the IT subunits.",['EmpiricalResult'],EmpiricalResult
59,"On the contrary, for the low control condition, there was a discernible intensification of interaction, although effort was unchanged.",['EmpiricalResult'],EmpiricalResult
60,"A recent article discusses how recommender systems enhance entrenched biases in existing data and why more exploration (with new features) is needed to overcome these biases  START_CITE (Tufekci, 2019) END_CITE  CITE_b66 .",['RelationToLiterature'],RelationToLiterature
61,"In general, an investment of resources increases the quality of the software.",['EmpiricalResult'],EmpiricalResult
62,These figures suggest the need to process several million documents per day; to operate on just one million documents per day allows an average of less than one-tenth of a second per document.,['EmpiricalResult'],EmpiricalResult
63,The index will point to related knowledge units within an organizational database.,['Definition'],Definition
64,Mobilisation involves engaging all possible resources and keeping them engaged and available to support the articulation of propositions and arguments that scientists have.,['Definition'],Definition
65,"While rehearsability has been discussed as a media characteristic within the context of the Media Synchronicity Theory (Dennis et al, 2008), to the best of our knowledge it has never been empirically tested or even related to a particular system implementation.",['RelationToLiterature'],RelationToLiterature
66,Do allocated resources for the improvement process correspond to the extent and complexity of the task?,['ResearchQuestion'],ResearchQuestion
67,"The assessment of difference can, in principle, be based on a single or on multiple criteria.",['Definition'],Definition
68,": the facilitator summarizes the responses to the initial questionnaire, uses it to develop a new questionnaire, and sends the summaries and the new questionnaire to the members of the team.",['Method'],Method
69,"By putting the mechanisms and routines into their work processes, they build the innovation absorptive capacity of the company.",['Method'],Method
70,"It is thereby accepted that AI potentially creates the means to capture, retrieve and transmit data and information more effectively and quickly.",['EmpiricalResult'],EmpiricalResult
71,"Moreover, current technological developments enable VCs to adopt diverse IT features that facilitate collaborative interaction: examples of such features are social gadgets that support private communication, online social games, group polling/scheduling systems, and social network applications, all of which facilitate reciprocal and mutual support for other members' needs  START_CITE (Wellman & Gulia, 1999) END_CITE  CITE_b69 .",['RelationToLiterature'],RelationToLiterature
72,"Using exploratory statistical methods, the authors empirically detect the presence of these four dimensions of management control provisions and hypothesize that transaction costs are associated with more extensive (i.e., greater use of provisions) contract structures.",['EmpiricalResult'],EmpiricalResult
73,"Such a description supports the notion that self-efficacy is an underlying factor that exists apart from any attempts to measure it, and further, that changes in the self-efficacy latent construct will precede changes in the indicators used to measure it.",['Contribution'],Contribution
74,"In the next section we present the theoretical framework of the study, which provides the overarching rationale for the relationships within our nomological network.",['Method'],Method
75,"If one or more of the IT artifacts improves accountability and the others reinforce these IT artifacts, then the positive effect on accountability increases.",['EmpiricalResult'],EmpiricalResult
76,"Thus, our measures exhibited sufficient discriminant validity.",['EmpiricalResult'],EmpiricalResult
77,they are underdetermined and are often contestable within wider social processes and power structures.,['Definition'],Definition
78,They compensate for a certain lack of primary information and refer to personal experiences as well as experiences of others.,['Definition'],Definition
79,The reason behind that rigidity is that the requirement to create specific technologies that cannot be put to productive use in other contexts tends to make the contracting parties less amenable to periodic changes in specifications and especially more resistant to provisions that guarantee termination of the contract at will.,['EmpiricalResult'],EmpiricalResult
80,"Moreover, we do not have information about the textual content in a microblog post (e.g., length, sentiment, theme) and therefore cannot examine how specific content matters across channels.","['Limitation', 'Data']",Limitation Data
81,"We included diversification, as it could help in innovation processes owing to a broader internal knowledge but also hamper control of the innovation process and thus negatively affect its outcome  START_CITE (Katila & Ahuja, 2002) END_CITE  CITE_b51 .","['RelationToLiterature', 'Method']",RelationToLiterature Method
82,"; END_CITE  CITE_b67  START_CITE Gray, 2001; END_CITE  CITE_b30  START_CITE Jones, 2003; END_CITE  CITE_b38  START_CITE Sturdy et al., 2006; END_CITE  CITE_b68  START_CITE Taminiau et al., 2009) END_CITE  CITE_b71 , the inseparability of power and knowledge has not often been applied in studies of configurable technologies (a recent exception being  START_CITE Chan and Mills, 2011) END_CITE  CITE_b12 .",['RelationToLiterature'],RelationToLiterature
83,"Because it appears that the role of trust varies with the structure in place, and structure varies with time, the time when trust is examined is an important factor to consider when studying theoretical relationships between trust and other factors.",['EmpiricalResult'],EmpiricalResult
84,It was clear from the analysis that it is also crucial for the senior IT management team to recognize and accept that there is 'a problem'.,['Contribution'],Contribution
85,"Their study is one of the few that considers both subscription and advertising revenues simultaneously, and they use optimal control theory to dynamically price advertising and subscriptions.",['Method'],Method
86,"Their input provided corrections and amendments, but also served as input to more analysis.","['Method', 'Data']",Method Data
87,"More importantly, one direction dominates the other one in certain conditions, and when conditions change, the other direction dominates.",['EmpiricalResult'],EmpiricalResult
88,"Next, a joint examination of the two populations allows for the groups' commonalities and distinctive attributes to stand out.",['Method'],Method
89,"Information systems success is recognized by many researchers as a difficult concept to define  START_CITE (Weill & Baroudi, 1990) END_CITE  CITE_b60 .",['RelationToLiterature'],RelationToLiterature
90,It is hypothesized that tbis trade-off will result in improved requirements elicitation.,['Hypothesis'],Hypothesis
91,The value of producing precise specifications of systems and software is often undermined by variability related to the capabilities and intentions of human participants.,['EmpiricalResult'],EmpiricalResult
92,Dynamic visualization has been emphasized as the primary means to induce hypotheses from observed network data.,['Method'],Method
93,"In the information systems development (ISD) literature, the concept of method is often used to refer to an orderly, predictable and universally applicable process (Truex et al., 2000, pp. 54).",['RelationToLiterature'],RelationToLiterature
94,"While understanding the CASE diffusion process is useful, it is even more important to assess the actual impact of CASE tools on performance of the software-delivery process.",['Goal'],Goal
95,their automation enhances the efficiency of cognitive processing within working memory.,['EmpiricalResult'],EmpiricalResult
96,The organizational sample was relatively equally balanced between service (47 percent) and manufacturing (53 percent) industries.,['Data'],Data
97,"Conceptual discussions about companies as resource-sharing entities led to an extended resourcebased view (ERBV), in which  START_CITE Lavie (2006) END_CITE  CITE_b85  introduced a new class of resources shared between business partners embedded in the firm's alliance network.",['RelationToLiterature'],RelationToLiterature
98,"Prescience is typically defined in terms of forecasting, foresight, and foreknowledge but, for the purposes of describing phenomenon-driven theory development, we suggest drawing on the notion of theoretical prescience coined by  START_CITE Corley and Gioia (2011) END_CITE  CITE_b10 .",['RelationToLiterature'],RelationToLiterature
99,The clustering was performed using group average and Minikowski as a distance measure (P ¼ 3).,['Method'],Method
100,Organizations and teams are made up of individuals who may only partially share the same goals and objectives.,['Method'],Method
101,"The VIP prototype embodied the principles of transparency, real-time capture, and interest integration.",['EmpiricalResult'],EmpiricalResult
102,"From a managerial standpoint, it would be ideal if they were correlated to avoid the situation in which the work setting represents ""a bundle of stimuli presenting ambiguous and conflicting cues""  START_CITE (Kopelman et al. 1990 END_CITE  CITE_b48 ).",['RelationToLiterature'],RelationToLiterature
103,"In order to investigate the moderating role of CI on the relationship between our two predictors (trait impulsiveness and sunk cost) and our criterion variable (winner's regret), we followed the moderated regression analysis (MRA) procedure recommended by  START_CITE Sharma et al. (1981) END_CITE  CITE_b53 .","['Method', 'RelationToLiterature']",Method RelationToLiterature
104,"Blurring organizational boundaries are due to the increasing reliance of innovation from distributed sources  START_CITE (Lakhani and Panetta, 2007; END_CITE  CITE_b141  START_CITE Nambisan et al., 2017; END_CITE  CITE_b176  START_CITE Tiwana et al., 2010) END_CITE  CITE_b245 .","['RelationToLiterature', 'Data']",RelationToLiterature Data
105,Using such mechanisms to convey how the new systems will enhance one's performance seems essential to the formation of positive attitudes.,['EmpiricalResult'],EmpiricalResult
106,"All four would be making their investment choices synchronously and their choices would be visible to each other through the system interface, though no communication between competitors was possible.",['Method'],Method
107,"For example, if the sample size were 10,000, the P value in connection with the moderating effect for Module 5 would probably become significant at the .01 level.","['Method', 'EmpiricalResult']",Method EmpiricalResult
108,"Williamson calls this a 'contrived cancellation' induced by the client (Williamson, 1985: 179).",['RelationToLiterature'],RelationToLiterature
109,"Next, we asked participants to read the decision scenario (see Appendix B; we used a randomiser to randomly display one of the five decision scenarios to each participant).",['Theory'],Theory
110,Setting-defines the adaption of the Format with regard to the social process of the group.,['Definition'],Definition
111,Each relationship between these variables is 'subject to a variety of exogenous factors which influence how it will affect the rest of the triangle'.,['Data'],Data
112,"Furthermore, the clients rated their involvement in the value creation process in the SET-supported sessions significantly higher than in the conventional ones (refer to the results previously mentioned; s: 5.1, c: 4.2) (addressing SO3).",['Method'],Method
113,"For example,  START_CITE Galliers (2004 END_CITE  CITE_b13  START_CITE Galliers ( , 2006 END_CITE  CITE_b14  has proposed a framework for information systems strategizing which focuses on exploitation, exploration and change management.",['RelationToLiterature'],RelationToLiterature
114,"This classification suggests that a crisis can be classified into one of three frames, which could be perhaps the case with traditional media framing.",['EmpiricalResult'],EmpiricalResult
115,"Indeed, the time difference between humans and computers reading articles offers an advantage to those who are able to discern accurate price signals fastest.  START_CITE Leinweber and Sisk (2011) END_CITE  CITE_b72  highlight such a strategy as they use machine-reading services to read and process news articles into price signals that can be used to generate profitable returns.",['RelationToLiterature'],RelationToLiterature
116,Several additional years may then be required to recover from and fine-tune the organization following the reengineering process.,['FutureWork'],FutureWork
117,Another limitation of our work is that our analysis focused only on direct relationships between specific determinants and IS success.,['Limitation'],Limitation
118,"By focusing on websites in general rather than specific websites, the findings reported here provide evidence in support of the argument that even when users report perceived risk and have privacy concerns about personal information disclosed in an online environment, other perceptions and beliefs are important factors that can override these concerns.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
119,"Yet, researchers have criticized the view of social structures as enduring within the materiality of technology for being incompatible with the virtual character of Giddens's structures  START_CITE (Jones & Karsten, 2008) END_CITE  CITE_b39 .",['RelationToLiterature'],RelationToLiterature
120,Such methods should be used wherever they might provide insight and where the required data is available or can be collected.,['Method'],Method
121,"The rationale for this measure is that a key aspect of adopting the right technology is choosing those innovations destined for broad institutionalization at the community level, since as already argued, community adoption is the means by which most IT innovations become beneficial.",['Method'],Method
122,Future researeh might also examine the specific factors that influence: (1) movement from one type of integration to another; (2) omission of any particular stage; and (3) time spent at each stage.,['FutureWork'],FutureWork
123,: There is no difference in the perceived ease of use of a .software package between the ICPS and end users H2:,['Hypothesis'],Hypothesis
124,Its mission is to seek new technologies from laboratories around the world and to facilitate their transition to the warfighter.,['Goal'],Goal
125,"For other ranges of parameters, the seller will be indifferent to offering a demo.",['Data'],Data
126,"These effects, particularly if data-based, also allow the platforms to cross the boundaries of their industries.",['EmpiricalResult'],EmpiricalResult
127,"Consistent with prior research  START_CITE (Nan and Lu, 2014) END_CITE  CITE_b72 , we relied on the tweets for temporal bracketing as the salient frames embedded in the content indicate the dominant opinion.",['RelationToLiterature'],RelationToLiterature
128,Promising research that needs to be replicated suggests that clients need to retain more capabilities in-house after outsourcing.,['Contribution'],Contribution
129,This classification can be used to provide structured guidance for the designer to identify potential process design problems and resolve them.,['Method'],Method
130,The foundational idea of Tool B is the transfer measures of heterogeneity from different contexts to the domain of IT architecture.,['Goal'],Goal
131,"Holdings include (I) books for circulation, (2) books in the reference section, (3) periodicals in the periodical room, and (4) videos.",['Data'],Data
132,"Thus, we forward this proposition regarding the relationship between leadership and ES implementation success:",['EmpiricalResult'],EmpiricalResult
133,"First, a mature governance mechanism that has been designed to support cloud computing enables organizations to be adaptive in dynamic market.",['Method'],Method
134,"To improve IS design, vom Brocke,  START_CITE Riedl, and Léger (2013) END_CITE  CITE_b117  identify three strategies with which to apply neuroscience in design science research (DSR) by adapting existing neuroscience theory to inform IS design (without using neuroscience tools), using neuroscience tools to evaluate IS design, and applying neuroscience theory and tools to develop neuro-adaptive IS (i.e. systems that automatically adapt in real time based on users' neurophysiological states to improve human-computer interactions).","['Method', 'RelationToLiterature']",Method RelationToLiterature
135,"On balance, we posit that a firm is exposed to a greater risk when M&As are pursued with a customer-side motive.",['EmpiricalResult'],EmpiricalResult
136,The relevance of the substantive ideas in this editorial to this issue of the ISJ is that the papers it contains represent a microcosm of the discipline.,['Data'],Data
137,"Evaluation is an essential part of control and can be characterized as the analysis of collected data that allows management to determine compliance  START_CITE (Kirsch, 2004) END_CITE  CITE_b40 .",['RelationToLiterature'],RelationToLiterature
138,Our final point of contribution is to the CSR literature where the concept of liminality is underutilised.,['Goal'],Goal
139,This study offers one perspective into the new realities facing leading technology-driven collectives.,['Contribution'],Contribution
140,The replacements of mobile handsets and SIM cards may be taken up in the coming years.,['FutureWork'],FutureWork
141,The items are grouped by their highest (primary) factor loading and listed in descending order.,"['Method', 'Data']",Method Data
142,"Our results indicate that for optimal FUT menu pricing, the maximum consumption-level bound is more important than the consumers' utility functions.",['EmpiricalResult'],EmpiricalResult
143,Investigating the difference using multiple OSS products could help to control for this potential effect.,['FutureWork'],FutureWork
144,"Besides the above direct effects of the two types of ISD project complexity on ISD performance, the two types of complexity are expected to also affect the cognitive process of transfer of learning.",['EmpiricalResult'],EmpiricalResult
145,The effect of medical information on collective engagement is estimated as the average treatment effect.,['Definition'],Definition
146,Using the five-fold sampling process on construct pairs leads to problems because any randomly selected 80% of pairs (36 pairs) would still leave the network almost intact and result in a test set that would incorrectly represent the algorithm's predictive abilities.,"['Method', 'Limitation']",Method Limitation
147,Users who noted a high degree of overlap between their communication audiences also recognized greater fidelity.,['EmpiricalResult'],EmpiricalResult
148,"Optionsthinking is posited as an integrative strategic tool to guide decisions on when and how to innovate with IT especially in fast-moving, unpredictable environments  START_CITE (Sambamurthy et al., 2003; END_CITE  CITE_b66  START_CITE Fichman, 2004a; END_CITE  CITE_b26  START_CITE Raman & Grover, 2005) END_CITE  CITE_b62 .","['RelationToLiterature', 'Definition']",RelationToLiterature Definition
149,"However, the methodology was very large, difficult to use and 'process oriented' to begin with.",['Method'],Method
150,Our diffusion-of-innovations approach allows us to dynamically capture the proportion of informed and uninformed customers in a homogenous goods market.,['Method'],Method
151,"The transition  START_CITE (Lundin and Söderholm, 1995) END_CITE  CITE_b30  aspect of TOs can explain this dynamic nature.",['RelationToLiterature'],RelationToLiterature
152,The majority of theories consider sourcing type based on knowledge stock and sourcing origin based on knowledge flow as having a complementary relationship.,"['RelationToLiterature', 'Method']",RelationToLiterature Method
153,Are third party assurance seals and certifications of any importance?,['Item'],Item
154,"To study innovation we selected information on the actors and events, and the recombination of technical and social elements.",['Method'],Method
155,"Figure G.2 presents prediction accuracy results for an NN model using the nodes' Historical Demand and for NN models that also take into account neighboring nodes' demand, as well as PageRank and local clustering information.",['Theory'],Theory
156,SAR thus appears to include both quantitative and qualitative elements.,['Data'],Data
157,w i / − 1 is scaled between 0 1 and serves as an indicator for market activity.,['Definition'],Definition
158,"In collaborative design, the 'situation' is not an individual cognitive construct, but the result of group appreciation and negotiation.",['Theory'],Theory
159,"Accordingly, full interaction may not create a strong enticement for users to actively investigate the product further.",['Theory'],Theory
160,They also thank the many seminar and conference participants who provided helpful thoughts and comments.,"['RelationToLiterature', 'Data', 'Theory']",RelationToLiterature Data Theory
161,Those teams can define what success is and ask the right questions.,['Theory'],Theory
162,"Orders are transmitted electronically, eliminating the need for paper messages.",['Theory'],Theory
163,De  START_CITE Haan (2004) END_CITE  CITE_b19  reported that positive/negative motivations are mental drivers/barriers for ICT engagement.,"['RelationToLiterature', 'Theory']",RelationToLiterature Theory
164,The opportunity to be represented in the ongoing shaping of roles and relations in these new digital territories was seen as an influential part of the accommodation and the reconfiguring process required to stabilise the implementation of new infrastructure.,['Theory'],Theory
165,"His work has appeared or is forthcoming in academic journals and conference proceedings, including Journal of Management Information Systems, International Journal of Strategic Management, International Conference of Information Systems, Workshop on Information Technology and Systems, Conference on Information Systems and Technology, Workshop on Information Systems and Economics, and Workshop on E-Business.",['RelationToLiterature'],RelationToLiterature
166,"To illustrate this, in Figure 4 we plotc p as a function of the uncertainty in u 1 , where this uncertainty is represented by the coefficient of variation CV(u 1 ); as expected,c p increases with CV(u 1 ).",['Theory'],Theory
167,Others laugh but it does not stop N from writing a few things.,['Theory'],Theory
168,"These systems provide ""executives with easy aceess to intemal and extemal infomiation that is relevant to their critical success factors'""  START_CITE [25] END_CITE  CITE_b18 .","['RelationToLiterature', 'Theory']",RelationToLiterature Theory
169,Some researchers have recommended methods that are less sensitive to the unbalanced class distribution  START_CITE [9] END_CITE  CITE_b8 .,"['RelationToLiterature', 'Method', 'Theory']",RelationToLiterature Method Theory
170,"When the retailer carries product 1, by Proposition 4, if θ > θ * r2 , the retailer opens its platform and the third party sells product 2 through the retailer.","['Theory', 'EmpiricalResult']",Theory EmpiricalResult
171,"When considering outsourcing, managers cite a variety of reasons for the decision, not the least of which includes an effort to lower costs  START_CITE (Gupta and Gupta, 1992; END_CITE  CITE_b57  START_CITE Huff, 1991) END_CITE  CITE_b65 .",['Theory'],Theory
172,"A resource is a (physical or informational) entity, which may serve some purpose.","['Theory', 'Definition']",Theory Definition
173,"Although there are many media capabilities that could plausibly influence communication performance, our goal is to select a relevant set of capabilities that may be used to assess a medium's ability to support information transmission and processing, and subsequently synchronicity.",['Theory'],Theory
174,"It is important to note, however, adoption of a general CSE measure does not supplant the need to measure CSE at the application or task level.",['Theory'],Theory
175,"Nonetheless, they provided a solid basis on which to build our initial item pool.","['Theory', 'RelationToLiterature']",Theory RelationToLiterature
176,"Thus, the online forum may be seen as an omniopticon in which the anonymous online self is monitored and disciplined in multiple ways.",['Theory'],Theory
177,"Thus, the negative binomial model is employed as a functional form that relaxes the equidispersion restriction of the Poisson model.",['Method'],Method
178,The authors propose a classification scheme to classify existing and future research on CC.,['RelationToLiterature'],RelationToLiterature
179,The results showed that our items converged and discriminated in the expected way.,"['EmpiricalResult', 'Limitation']",EmpiricalResult Limitation
180,"For example, due to network effects and the chicken-and-egg problem, digital start-ups often face the need to reach critical mass quickly when entering a market.",['Theory'],Theory
181,"Consequently, the question in our context is not whether it is reasonable or legal to threaten or eliminate employee freedoms in the workplace regarding ISPs, but rather how employees perceive new ISP controls that potentially threaten their valued freedoms.","['ResearchQuestion', 'Theory']",ResearchQuestion Theory
182,"After all, in our controlled experiment, the group of users who shared at least once under the two-click treatment perceived the effort as significantly higher than the users under the oneclick treatment (p < 0.05).",['EmpiricalResult'],EmpiricalResult
183,"To identify the salient elements for benefit and cost analysis of fake-website detection tools and understand user reactions to such tools, we need to look into users' cognitive process of detecting deceptions when such tools are in place.","['Method', 'Theory']",Method Theory
184,"Extending our, arguably, conjecture-laden position to the above, we must raise the more fundamental question that has yet to be answered in the extant debate:",['ResearchQuestion'],ResearchQuestion
185,"Similar to the research presented by Susarla, Barua, and Whinston in this special issue, we also see here that there is reason to believe that long-term, fixed-price contracts will probably not be value maximizing for any of the contract participants, given the complexity and dynamic nature of the real-world setting in which the services are executed.","['ResearchQuestion', 'Theory']",ResearchQuestion Theory
186,Design interview questions and send to YCH a week before interview.,"['Method', 'Theory', 'Data']",Method Theory Data
187,"Previous work  START_CITE (Pang et al., 2014) END_CITE  CITE_b43  delineates several mechanisms of IT-enabled capabilities in public organisations and ignores how tradeoffs between valuebased conflicting goals are resolved through ITenabled capabilities in public organisations.",['RelationToLiterature'],RelationToLiterature
